OBJECTID,Date,Time,Common Name,Scientific Name,Count,Repeat Observation,Substrate,Sex,Breeding Activity,Observation Notes,Water Level,Observers,Starting Time,Ending Time,Starting Temp (F),Starting % Cloud Cover,Starting Cloud Height,Starting Wind Speed,Starting Wind Direction,Starting Rain,Ending Temp (F),Ending % Cloud Cover,Ending Cloud Height,Ending Wind Speed,Ending Wind Direction,Ending Rain,Weather Note,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
77,8/14/2019,7:44,Western Bluebird,Sialia mexicana,3,No,Fence,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,53c23221-349f-4830-8677-23dc70939b38,8/14/2019 14:44,ccber_user,8/14/2019 14:45,ccber_user,-119.871405,34.42068566
78,8/14/2019,7:45,House Finch,Haemorhous mexicanus,1,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,1b700533-951e-45aa-8f5a-9fa50589da23,8/14/2019 14:45,ccber_user,8/14/2019 14:45,ccber_user,-119.8715775,34.42063202
79,8/14/2019,7:45,Anna's Hummingbird,Calypte anna,2,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,e53601b8-bc54-4e98-9bf7-64b7b0971681,8/14/2019 14:45,ccber_user,8/14/2019 14:45,ccber_user,-119.8714513,34.4206299
80,8/14/2019,7:46,Lesser Goldfinch,Spinus psaltria,2,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,e1b9903a-438e-48ee-a8bf-c241ec092169,8/14/2019 14:46,ccber_user,8/14/2019 14:46,ccber_user,-119.8718569,34.42101971
81,8/14/2019,7:46,Song Sparrow,Melospiza melodia,2,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,48a323e6-69cd-479e-ae4f-7b590a8aa256,8/14/2019 14:46,ccber_user,8/14/2019 14:48,ccber_user,-119.8713981,34.42098472
82,8/14/2019,7:50,Scaly-breasted Munia,Lonchura punctulata,1,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,1c3875f7-fbb5-4107-ab53-954f9725c519,8/14/2019 14:50,ccber_user,8/14/2019 14:50,ccber_user,-119.8706071,34.42121396
83,8/14/2019,7:50,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,acbc4114-4451-4e13-a18d-e115d716c52e,8/14/2019 14:50,ccber_user,8/14/2019 14:50,ccber_user,-119.8707209,34.42112065
84,8/14/2019,7:51,Anna's Hummingbird,Calypte anna,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,3e69be6c-bed1-4828-9229-ddaaffd1b8ac,8/14/2019 14:51,ccber_user,8/14/2019 14:51,ccber_user,-119.8705183,34.42118741
85,8/14/2019,7:51,Western Bluebird,Sialia mexicana,1,No,Building,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,a432709c-5021-4ba2-bcb0-26dcdfc67983,8/14/2019 14:51,ccber_user,8/14/2019 14:51,ccber_user,-119.870329,34.42081247
86,8/14/2019,7:51,Common Yellowthroat,Geothlypis trichas,1,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,64c404ef-27c1-47ba-8ce8-3daba0c288ff,8/14/2019 14:51,ccber_user,8/14/2019 14:51,ccber_user,-119.8703354,34.42103552
87,8/14/2019,7:56,American Crow,Corvus brachyrhynchos,1,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,f190e728-4458-49d8-bafc-add7d940e7d1,8/14/2019 14:56,ccber_user,8/14/2019 14:56,ccber_user,-119.8712792,34.42135629
88,8/14/2019,7:59,Anna's Hummingbird,Calypte anna,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,43ed2cb3-328e-452d-9546-28df646f45b5,8/14/2019 14:59,ccber_user,8/14/2019 14:59,ccber_user,-119.8722813,34.42240656
89,8/14/2019,7:59,Common Yellowthroat,Geothlypis trichas,1,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,3d59920f-9082-481c-b463-5bcf6e4f572d,8/14/2019 14:59,ccber_user,8/14/2019 14:59,ccber_user,-119.8724435,34.42223556
90,8/14/2019,7:59,American Crow,Corvus brachyrhynchos,1,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,a045c72a-9223-4b1d-a2fb-800864b77c65,8/14/2019 14:59,ccber_user,8/14/2019 14:59,ccber_user,-119.8725923,34.42227273
91,8/14/2019,8:00,Song Sparrow,Melospiza melodia,2,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,5ace95e1-7783-4518-a60b-549cd53812b2,8/14/2019 15:00,ccber_user,8/14/2019 15:00,ccber_user,-119.8721958,34.42245967
92,8/14/2019,8:01,Cliff Swallow,Petrochelidon pyrrhonota,3,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,28e586d2-f227-43f3-975a-fa74100ca53d,8/14/2019 15:01,ccber_user,8/14/2019 15:02,ccber_user,-119.8723889,34.42259456
93,8/14/2019,8:03,Scaly-breasted Munia,Lonchura punctulata,5,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,9e0ad9dc-c723-448b-abac-6764f2d1ebe5,8/14/2019 15:03,ccber_user,8/14/2019 15:03,ccber_user,-119.8722498,34.4223234
94,8/14/2019,8:04,Selasphorus sp.,Selasphorus sp.,1,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,cc8a5610-0a04-4cd3-925c-648cc1fb6ad0,8/14/2019 15:04,ccber_user,8/14/2019 15:04,ccber_user,-119.8726117,34.42210325
95,8/14/2019,8:05,House Finch,Haemorhous mexicanus,1,No,Bare ground,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,b6a508e4-0c31-4bcd-9dd8-9d0e925560bb,8/14/2019 15:05,ccber_user,8/14/2019 15:05,ccber_user,-119.8726001,34.4220289
96,8/14/2019,8:08,Scaly-breasted Munia,Lonchura punctulata,15,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,e8320530-0712-45b8-9a9e-e46c111a094e,8/14/2019 15:08,ccber_user,8/14/2019 15:08,ccber_user,-119.8728357,34.4219896
97,8/14/2019,8:08,Song Sparrow,Melospiza melodia,2,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,85e651ec-690b-419b-ba44-19cc1441dbaa,8/14/2019 15:08,ccber_user,8/14/2019 15:08,ccber_user,-119.8729593,34.42193331
98,8/14/2019,8:10,Mallard,Anas platyrhynchos,12,No,Water - Floating,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,d7f47d69-8ce9-453f-b009-bcd867f6cb3c,8/14/2019 15:10,ccber_user,8/14/2019 15:10,ccber_user,-119.8734435,34.42175275
99,8/14/2019,8:10,Cliff Swallow,Petrochelidon pyrrhonota,3,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,12f2e2c9-645c-4acd-8082-54fd608afb71,8/14/2019 15:10,ccber_user,8/14/2019 15:10,ccber_user,-119.8734306,34.42180691
100,8/14/2019,8:12,Sora,Porzana carolina,1,No,Vegetation - Herbaceous,,,adult,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,fa0067fd-2b73-4a29-9f34-4733cd177876,8/14/2019 15:12,ccber_user,8/14/2019 15:13,ccber_user,-119.8732683,34.42187383
101,8/14/2019,8:12,Black Phoebe,Sayornis nigricans,1,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,6d9930dd-4b34-44b4-a900-0e1404d190f1,8/14/2019 15:12,ccber_user,8/14/2019 15:12,ccber_user,-119.8733095,34.42184621
102,8/14/2019,8:13,Common Yellowthroat,Geothlypis trichas,1,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,112a36ae-7919-410b-928b-b27f94970ba5,8/14/2019 15:13,ccber_user,8/14/2019 15:13,ccber_user,-119.8733211,34.42188445
103,8/14/2019,8:16,Song Sparrow,Melospiza melodia,1,No,Fence,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,74299e7b-9da5-44ed-bf99-718daa089abb,8/14/2019 15:16,ccber_user,8/14/2019 15:16,ccber_user,-119.8738058,34.42157638
104,8/14/2019,8:16,Bewick's Wren,Thryomanes bewickii,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c5803286-8611-46c2-84ad-b190efb2d751,8/14/2019 15:16,ccber_user,8/14/2019 15:16,ccber_user,-119.873762,34.42170808
105,8/14/2019,8:17,House Finch,Haemorhous mexicanus,3,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,22684833-294b-42b8-a956-3b2da0936951,8/14/2019 15:17,ccber_user,8/14/2019 15:17,ccber_user,-119.8741084,34.42161886
106,8/14/2019,8:17,Song Sparrow,Melospiza melodia,2,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,f0d17992-b542-42c4-b942-a40e7e391212,8/14/2019 15:17,ccber_user,8/14/2019 15:17,ccber_user,-119.8737775,34.42162736
107,8/14/2019,8:21,Anna's Hummingbird,Calypte anna,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,d56ba2fa-9bb6-494a-8e4f-bdb6304302ce,8/14/2019 15:21,ccber_user,8/14/2019 15:21,ccber_user,-119.8748223,34.42153597
108,8/14/2019,8:22,House Finch,Haemorhous mexicanus,1,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,27efe22b-a02f-484c-b6d6-6ca8590874d2,8/14/2019 15:22,ccber_user,8/14/2019 15:22,ccber_user,-119.8751314,34.42140639
109,8/14/2019,8:24,Ash-throated Flycatcher,Myiarchus cinerascens,1,No,Fence,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,3bb19e87-4151-455a-a8a3-dddc991e662e,8/14/2019 15:24,ccber_user,8/14/2019 15:24,ccber_user,-119.8753747,34.42098578
110,8/14/2019,8:26,Double-crested Cormorant,Phalacrocorax auritus,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c9365ae8-22e1-42c3-97f5-d7dcd70bc1b1,8/14/2019 15:26,ccber_user,8/14/2019 15:26,ccber_user,-119.875904,34.41940186
111,8/14/2019,8:26,Killdeer,Charadrius vociferus,2,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,fd875aff-a645-4634-94dc-378dcbcffa9f,8/14/2019 15:26,ccber_user,8/14/2019 15:26,ccber_user,-119.8757068,34.4198531
112,8/14/2019,8:27,Cinnamon Teal,Spatula cyanoptera,1,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c052ba86-2a96-41d5-8b00-92779c8549ed,8/14/2019 15:27,ccber_user,8/14/2019 15:27,ccber_user,-119.8768465,34.42004341
113,8/14/2019,8:29,Canada Goose,Branta canadensis,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,63c91055-8740-4dd0-85ad-f4996e28d945,8/14/2019 15:29,ccber_user,8/14/2019 15:29,ccber_user,-119.8753054,34.41942764
114,8/14/2019,8:30,Scaly-breasted Munia,Lonchura punctulata,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,42234e04-e8d7-463e-87d4-1bc50ebdc060,8/14/2019 15:30,ccber_user,8/14/2019 15:30,ccber_user,-119.8764391,34.42073145
115,8/14/2019,8:31,Cinnamon Teal,Spatula cyanoptera,1,Yes,Water - Floating,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,d73ae34b-ce37-4213-89ae-b002c94bc081,8/14/2019 15:31,ccber_user,8/14/2019 15:34,ccber_user,-119.8768197,34.41979621
116,8/14/2019,8:34,Gadwall,Mareca strepera,14,No,Water - Floating,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c82530eb-9cc5-4d6b-bceb-36534ee69ef8,8/14/2019 15:34,ccber_user,8/14/2019 15:34,ccber_user,-119.8769276,34.41995236
117,8/14/2019,8:35,Killdeer,Charadrius vociferus,2,Yes,,,,Changed repeat observation to Yes after post-survey review.,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,419aa600-fdb3-439f-8dad-6f1d19e81604,8/14/2019 15:35,ccber_user,8/14/2019 15:35,ccber_user,-119.8777622,34.42046784
118,8/14/2019,8:35,Great Blue Heron,Ardea herodias,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,2fa324cb-5f8d-402a-9e80-911c327cb74a,8/14/2019 15:35,ccber_user,8/14/2019 15:35,ccber_user,-119.8788552,34.4210001
119,8/14/2019,8:35,Snowy Egret,Egretta thula,2,Yes,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c16af6ac-43ca-4945-87a6-6f32f9958c0c,8/14/2019 15:35,ccber_user,8/14/2019 15:35,ccber_user,-119.8788756,34.42088089
120,8/14/2019,8:37,Mallard,Anas platyrhynchos,20,No,Water - Floating,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,494ebea3-09b4-423f-9996-a854f6ebda7c,8/14/2019 15:37,ccber_user,8/14/2019 15:37,ccber_user,-119.8776807,34.42066429
121,8/14/2019,8:39,Mallard,Anas platyrhynchos,40,No,Water - Wading,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,8797726a-ca25-476a-8fc8-9bc96b6ba66e,8/14/2019 15:39,ccber_user,8/14/2019 15:39,ccber_user,-119.8789672,34.4211126
122,8/14/2019,8:39,Greater Yellowlegs,Tringa melanoleuca,1,No,Water - Wading,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,397e3b02-d2ae-481b-bc15-b66648e4477f,8/14/2019 15:39,ccber_user,8/14/2019 15:39,ccber_user,-119.8784949,34.42063239
123,8/14/2019,8:41,Long-billed Curlew,Numenius americanus,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,b033a335-3a8a-4ba4-8a91-0dcb46b694d0,8/14/2019 15:41,ccber_user,8/14/2019 15:41,ccber_user,-119.8774609,34.4203822
124,8/14/2019,8:43,Red-necked Phalarope,Phalaropus lobatus,1,Yes,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,dcb51579-8294-439c-88dd-6aeb3be10aa5,8/14/2019 15:43,ccber_user,8/14/2019 15:43,ccber_user,-119.8781591,34.42098667
125,8/14/2019,8:45,Greater Yellowlegs,Tringa melanoleuca,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,b7ce112e-12d3-4fed-92cc-dfd109f2e9dc,8/14/2019 15:45,ccber_user,8/14/2019 15:45,ccber_user,-119.8791992,34.42090608
126,8/14/2019,8:46,Common Yellowthroat,Geothlypis trichas,1,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,d1a11e48-419d-4371-b6e7-6cfdbde15609,8/14/2019 15:46,ccber_user,8/14/2019 15:46,ccber_user,-119.877522,34.4212973
127,8/14/2019,8:47,Cassin's Kingbird,Tyrannus vociferans,1,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,1bfd06da-b5ea-4d58-ad3c-d555a349d4b7,8/14/2019 15:47,ccber_user,8/14/2019 15:47,ccber_user,-119.8776299,34.42140476
128,8/14/2019,8:47,House Finch,Haemorhous mexicanus,3,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,2e18244a-4056-49e7-bb5d-92ac0513ad3f,8/14/2019 15:47,ccber_user,8/14/2019 15:47,ccber_user,-119.8773795,34.42133592
129,8/14/2019,8:47,Song Sparrow,Melospiza melodia,4,No,Vegetation - Shrub,,Feeding/Begging,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c564b132-be43-4622-9a28-5af516621816,8/14/2019 15:47,ccber_user,8/14/2019 16:04,ccber_user,-119.8779067,34.42122689
130,8/14/2019,8:50,House Sparrow,Passer domesticus,1,No,Fence,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,34403481-554a-467e-b18a-066c3c7674b9,8/14/2019 15:50,ccber_user,8/14/2019 15:50,ccber_user,-119.8780207,34.42129741
131,8/14/2019,8:50,Black Phoebe,Sayornis nigricans,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c6a60a39-508a-469e-a846-f6b04d6144f3,8/14/2019 15:50,ccber_user,8/14/2019 15:50,ccber_user,-119.8782955,34.42107242
132,8/14/2019,8:51,Savannah Sparrow (Belding's),Passerculus sandwichensis beldingi,4,No,Bare ground,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,b66eee8d-a287-43cc-a247-4197dd195d38,8/14/2019 15:51,ccber_user,8/14/2019 15:52,ccber_user,-119.8780186,34.42115805
133,8/14/2019,8:54,Downy Woodpecker,Dryobates pubescens,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,862fe53b-4e7b-4635-9f9b-44a3dddaf394,8/14/2019 15:54,ccber_user,8/14/2019 15:54,ccber_user,-119.8775281,34.421467
134,8/14/2019,8:58,Cooper's Hawk,Accipiter cooperii,1,Yes,Fence,,,Changed repeat observation to Yes after post-survey review.,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,1e5820fb-4e26-4b10-90f3-6701d9c6442a,8/14/2019 15:58,ccber_user,8/14/2019 15:58,ccber_user,-119.8775743,34.42018782
135,8/14/2019,8:59,Killdeer,Charadrius vociferus,15,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,3918e6ea-aa34-435b-9825-8b17b25ac087,8/14/2019 15:59,ccber_user,8/14/2019 15:59,ccber_user,-119.878802,34.42064817
136,8/14/2019,9:01,Common Yellowthroat,Geothlypis trichas,1,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,a08c86c4-e718-4e99-bda2-870b75c77559,8/14/2019 16:01,ccber_user,8/14/2019 16:01,ccber_user,-119.8781064,34.42153675
137,8/14/2019,9:02,Green Heron,Butorides virescens,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,1785fc34-9b66-4196-af6c-500191a564dd,8/14/2019 16:02,ccber_user,8/14/2019 16:02,ccber_user,-119.8788851,34.42155602
138,8/14/2019,9:03,Wrentit,Chamaea fasciata,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,c67ee5f7-5a20-481e-bc58-59638372c044,8/14/2019 16:03,ccber_user,8/14/2019 16:03,ccber_user,-119.8786755,34.42205171
139,8/14/2019,9:07,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,83de2cb5-138e-480f-800d-6e8e8529cbbc,8/14/2019 16:07,ccber_user,8/14/2019 16:07,ccber_user,-119.8786392,34.42164559
140,8/14/2019,9:10,House Finch,Haemorhous mexicanus,2,No,Vegetation - Herbaceous,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,948cd020-911e-48fb-b9a3-8c3ca3601ff6,8/14/2019 16:10,ccber_user,8/14/2019 16:10,ccber_user,-119.8794386,34.42129016
141,8/14/2019,9:13,Cliff Swallow,Petrochelidon pyrrhonota,4,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,25ed0b0b-0050-49e0-b8e1-5fb86c4d3f0e,8/14/2019 16:13,ccber_user,8/14/2019 16:13,ccber_user,-119.8797553,34.42136938
142,8/14/2019,9:13,Song Sparrow,Melospiza melodia,4,No,Vegetation - Shrub,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,bec33e2f-e1fa-43db-adde-b7761259579b,8/14/2019 16:13,ccber_user,8/14/2019 16:13,ccber_user,-119.8796489,34.42132656
143,8/14/2019,9:14,Barn Swallow,Hirundo rustica,2,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,6a836028-4d20-42fd-90b2-1703a3de80f5,8/14/2019 16:14,ccber_user,8/14/2019 16:14,ccber_user,-119.8792647,34.4212923
144,8/14/2019,9:15,Anna's Hummingbird,Calypte anna,2,No,Building,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,e623529b-7110-44be-8034-1433204a5c8c,8/14/2019 16:15,ccber_user,8/14/2019 16:15,ccber_user,-119.8794101,34.42173552
145,8/14/2019,9:18,Hooded Oriole,Icterus cucullatus,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,922365c7-caf4-4ac6-9e39-31d761bce63d,8/14/2019 16:18,ccber_user,8/14/2019 16:18,ccber_user,-119.8806923,34.42205026
146,8/14/2019,9:19,Mourning Dove,Zenaida macroura,1,No,Vegetation - Tree,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,126be653-f26c-42ac-aefe-5a336f465e30,8/14/2019 16:19,ccber_user,8/14/2019 16:19,ccber_user,-119.8808221,34.42212949
147,8/14/2019,9:20,Cooper's Hawk,Accipiter cooperii,1,Yes,Other,,,On light pole. Changed repeat observation to Yes after post-survey review.,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,5bcb7712-f6c5-4c08-9f27-3a4ba6e9c49c,8/14/2019 16:20,ccber_user,8/14/2019 16:20,ccber_user,-119.8812062,34.42244851
148,8/14/2019,9:21,Black Phoebe,Sayornis nigricans,1,No,Fence,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,35195c41-1061-4a47-a920-f090ce1f2446,8/14/2019 16:21,ccber_user,8/14/2019 16:21,ccber_user,-119.8818084,34.42135868
149,8/14/2019,9:51,Least Sandpiper,Calidris minutilla,1,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,955,,,,,,,68,100,Low,,,,,a55487f5-cbd4-4063-bb13-8dfdc39adb05,8/14/2019 16:51,ccber_user,8/14/2019 16:51,ccber_user,-119.8742397,34.42074449
150,8/14/2019,9:52,Western Gull,Larus occidentalis,1,No,Air,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,9a90f737-a8a0-4106-85e0-cfad4ff25dcf,8/14/2019 16:52,ccber_user,8/14/2019 16:52,ccber_user,-119.8742197,34.42088843
151,8/14/2019,9:53,Western Sandpiper,Calidris mauri,2,No,Mud,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,9a2eac95-2eb8-4b43-8645-282ff20d4f1e,8/14/2019 16:53,ccber_user,8/14/2019 16:53,ccber_user,-119.8749024,34.42102118
152,8/14/2019,9:54,Least Sandpiper,Calidris minutilla,9,No,,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,7216278f-a5e0-4cad-943f-ca32b7af307e,8/14/2019 16:54,ccber_user,8/14/2019 16:54,ccber_user,-119.8762469,34.41918619
153,8/14/2019,9:56,Ash-throated Flycatcher,Myiarchus cinerascens,1,No,Fence,,,,,"EAST: Mark, Lisa, Steven",,,,,,,,,,,,,,,,3e0222a8-0081-42eb-86c9-11361d7d6000,8/14/2019 16:56,ccber_user,8/14/2019 16:56,ccber_user,-119.8743839,34.41979241
