Observation.Date,Year,Species,General.Type,eBird.Group,Count,Substrate,Repeat.Observation,Sex,Breeding.Activity,Slough.Water.Elevation..ft.
10/29/2021 15:53,2021,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Fence,No,,,5.7
10/29/2021 15:53,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Shrub,No,,,5.7
10/29/2021 15:54,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.7
10/29/2021 15:57,2021,White-tailed Kite,Raptors,"Vultures, Hawks, and Allies",2,Air,No,,,5.7
10/29/2021 15:58,2021,Orange-crowned Warbler,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,5.7
10/29/2021 15:58,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Herbaceous,No,,,5.7
10/29/2021 15:59,2021,Savannah Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Vegetation - Shrub,No,,,5.7
10/29/2021 16:00,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Air,No,,,5.7
10/29/2021 16:00,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,15,Bare ground,No,,,5.7
10/29/2021 16:02,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",3,Vegetation - Tree,No,,,5.7
10/29/2021 16:02,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,,No,,,5.7
10/29/2021 16:02,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,6,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:04,2021,Killdeer,Shorebirds,Shorebirds,3,Bare ground,No,,,5.7
10/29/2021 16:04,2021,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,4,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:06,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,5.7
10/29/2021 16:09,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Shrub,No,,,5.7
10/29/2021 16:10,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Air,No,,,5.7
10/29/2021 16:10,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,3,Vegetation - Tree,No,,,5.7
10/29/2021 16:12,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,5.7
10/29/2021 16:12,2021,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Habitat Feature - Snag,Yes,,,5.7
10/29/2021 16:13,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",20,,Yes,,,5.7
10/29/2021 16:15,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,8,Vegetation - Shrub,No,,,5.7
10/29/2021 16:16,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,Yes,,,5.7
10/29/2021 16:17,2021,Orange-crowned Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:17,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Log,No,,,5.7
10/29/2021 16:17,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,10,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:18,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:19,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.7
10/29/2021 16:19,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,30,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:20,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:21,2021,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,5.7
10/29/2021 16:24,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,10,Vegetation - Tree,No,,,5.7
10/29/2021 16:25,2021,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,4,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:25,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:26,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:27,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:27,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,6,Vegetation - Tree,No,,,5.7
10/29/2021 16:28,2021,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:28,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Snag,No,,,5.7
10/29/2021 16:29,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:29,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5.7
10/29/2021 16:29,2021,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Fence,No,,,5.7
10/29/2021 16:29,2021,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,6,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:30,2021,Northern Mockingbird,Omnivores,"Catbirds, Mockingbirds, and Thrashers",2,Vegetation - Tree,No,,,5.7
10/29/2021 16:30,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,10,Vegetation - Tree,No,,,5.7
10/29/2021 16:30,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,5.7
10/29/2021 16:31,2021,California Towhee,Omnivores,New World Sparrows,2,Fence,No,,,5.7
10/29/2021 16:31,2021,Merlin,Raptors,Falcons and Caracaras,1,Air,No,,,5.7
10/29/2021 16:32,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",4,Vegetation - Tree,No,,,5.7
10/29/2021 16:32,2021,Mallard,Waterfowl & Friends,Waterfowl,7,Water - Floating,No,,,5.7
10/29/2021 16:33,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",4,Vegetation - Tree,No,,,5.7
10/29/2021 16:34,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Fence,No,,,5.7
10/29/2021 16:36,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.7
10/29/2021 16:37,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",16,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:38,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Air,No,,,5.7
10/29/2021 16:38,2021,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Shrub,No,,,5.7
10/29/2021 16:40,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,5.7
10/29/2021 16:40,2021,White-breasted Nuthatch,Insectivores - Terrestrial,Nuthatches,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:43,2021,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,,No,,,5.7
10/29/2021 16:44,2021,Eared Grebe,Waterfowl & Friends,Grebes,2,Water - Floating,No,,,5.7
10/29/2021 16:44,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:45,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Bare ground,No,,,5.7
10/29/2021 16:45,2021,Orange-crowned Warbler,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:46,2021,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,5.7
10/29/2021 16:46,2021,Common Yellowthroat,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:46,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:47,2021,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,15,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:49,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,5.7
10/29/2021 16:49,2021,Canada Goose,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,5.7
10/29/2021 16:49,2021,Tropical Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5.7
10/29/2021 16:51,2021,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:51,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:51,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,6,Bridge,No,,,5.7
10/29/2021 16:52,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:52,2021,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,2,Vegetation - Shrub,No,,,5.7
10/29/2021 16:52,2021,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,13,Vegetation - Herbaceous,No,,,5.7
10/29/2021 16:52,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,2,Vegetation - Tree,No,,,5.7
10/29/2021 16:53,2021,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,2,Vegetation - Shrub,No,,,5.7
10/29/2021 16:54,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Snag,No,,,5.7
10/29/2021 16:55,2021,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,5,Air,No,,,5.7
10/29/2021 16:56,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Tree,No,,,5.7
10/29/2021 16:56,2021,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,5.7
10/29/2021 16:56,2021,Sora,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Water - Wading,No,,,5.7
10/29/2021 16:58,2021,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Bare ground,No,,,5.7
10/29/2021 17:01,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Vegetation - Shrub,No,,,5.7
10/29/2021 17:01,2021,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,5.7
10/29/2021 17:01,2021,Ruby-crowned Kinglet,Insectivores - Terrestrial,Kinglets,1,Vegetation - Tree,No,,,5.7
10/29/2021 17:02,2021,Dark-eyed Junco,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Tree,No,,,5.7
10/29/2021 17:02,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Tree,No,,,5.7
10/29/2021 17:03,2021,Mallard,Waterfowl & Friends,Waterfowl,6,Water - Floating,No,,,5.7
10/29/2021 17:03,2021,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,2,Bare ground,No,,,5.7
10/29/2021 17:03,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.7
10/29/2021 17:04,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air,No,,,5.7
10/29/2021 17:04,2021,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,5.7
10/29/2021 17:05,2021,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,5.7
10/29/2021 17:11,2021,Canada Goose,Waterfowl & Friends,Waterfowl,8,Water - Wading,No,,,5.7
10/29/2021 17:23,2021,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,Vegetation - Tree,No,,,5.7
10/30/2017,2017,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,M,,
10/30/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",4,Bare ground,No,,,
10/30/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Fence,No,,,
10/30/2017,2017,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",24,Fence,No,,,
10/30/2017,2017,American Kestrel,Raptors,Falcons and Caracaras,1,,No,,,
10/30/2017,2017,American Kestrel,Raptors,Falcons and Caracaras,1,Building,No,,,
10/30/2017,2017,American Kestrel,Raptors,Falcons and Caracaras,1,Vegetation - Tree,Yes,,,
10/30/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,1,Habitat Feature - Hibernacula,No,,,
10/30/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,11,,No,,,
10/30/2017,2017,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,12,Bare ground,Yes,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,
10/30/2017,2017,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Other,No,,,
10/30/2017,2017,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Bare ground,No,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Vegetation - Herbaceous,Yes,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,,No,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Mud,No,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,
10/30/2017,2017,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Tree,No,,,
10/30/2017,2017,Blue-gray Gnatcatcher,Insectivores - Terrestrial,Gnatcatchers,1,Vegetation - Shrub,No,,,
10/30/2017,2017,Cackling Goose (Aleutian),Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,
10/30/2017,2017,California Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,
10/30/2017,2017,California Towhee,Omnivores,New World Sparrows,2,Bare ground,No,,,
10/30/2017,2017,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Tree,No,,,
10/30/2017,2017,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Common Yellowthroat,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Dunlin,Shorebirds,Shorebirds,1,Water - Wading,No,,,
10/30/2017,2017,Eurasian Collared-Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Vegetation - Tree,No,,,
10/30/2017,2017,Greater White-fronted Goose,Waterfowl & Friends,Waterfowl,5,Water - Floating,No,,,
10/30/2017,2017,Greater Yellowlegs,Shorebirds,Shorebirds,2,Water - Wading,No,,,
10/30/2017,2017,Hawk sp.,Raptors,"Vultures, Hawks, and Allies",2,,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Shrub,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Tree,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Herbaceous,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",4,Vegetation - Shrub,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",6,Vegetation - Tree,No,,,
10/30/2017,2017,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",8,Vegetation - Shrub,No,,,
10/30/2017,2017,House Sparrow,Omnivores,Old World Sparrows,2,Vegetation - Shrub,No,,,
10/30/2017,2017,House Sparrow,Omnivores,Old World Sparrows,5,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Hummingbird sp.,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Killdeer,Shorebirds,Shorebirds,3,Bare ground,No,,,
10/30/2017,2017,Killdeer,Shorebirds,Shorebirds,24,Mud,No,,,
10/30/2017,2017,Killdeer,Shorebirds,Shorebirds,63,Bare ground,No,,,
10/30/2017,2017,Least Sandpiper,Shorebirds,Shorebirds,3,Mud,No,,,
10/30/2017,2017,Least Sandpiper,Shorebirds,Shorebirds,12,Water - Wading,No,,,
10/30/2017,2017,Least Sandpiper,Shorebirds,Shorebirds,14,Water - Wading,No,,,
10/30/2017,2017,Loggerhead Shrike,Raptors,Shrikes,1,Fence,No,,,
10/30/2017,2017,Mallard,Waterfowl & Friends,Waterfowl,2,,No,,,
10/30/2017,2017,Mallard,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,
10/30/2017,2017,Mallard,Waterfowl & Friends,Waterfowl,4,Water - Floating,No,,,
10/30/2017,2017,Mallard,Waterfowl & Friends,Waterfowl,4,Water - Floating,Yes,,,
10/30/2017,2017,Mallard,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,
10/30/2017,2017,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,20,Vegetation - Tree,No,,,
10/30/2017,2017,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,3,Fence,No,,,
10/30/2017,2017,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,13,Habitat Feature - Hibernacula,No,,,
10/30/2017,2017,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,16,Vegetation - Tree,No,,,
10/30/2017,2017,Northern Pintail,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,
10/30/2017,2017,Northern Pintail,Waterfowl & Friends,Waterfowl,1,Water - Floating,Yes,,,
10/30/2017,2017,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,,No,,,
10/30/2017,2017,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Habitat Feature - Snag,No,,,
10/30/2017,2017,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Building,Yes,,,
10/30/2017,2017,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",2,Other,No,,,
10/30/2017,2017,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,9,Bare ground,No,,,
10/30/2017,2017,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,9,Bare ground,No,,,
10/30/2017,2017,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,40,Bare ground,No,,,
10/30/2017,2017,Rock Wren,Insectivores - Terrestrial,Wrens,1,Bare ground,No,,,
10/30/2017,2017,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Other,Yes,,,
10/30/2017,2017,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Other,No,,,
10/30/2017,2017,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Bare ground,No,,,
10/30/2017,2017,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,
10/30/2017,2017,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,5,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,25,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,1,Bare ground,No,,,
10/30/2017,2017,Semipalmated Plover,Shorebirds,Shorebirds,2,Mud,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Fence,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Tree,No,,,
10/30/2017,2017,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,
10/30/2017,2017,Turkey Vulture,Raptors,"Vultures, Hawks, and Allies",1,Fence,No,,,
10/30/2017,2017,Turkey Vulture,Raptors,"Vultures, Hawks, and Allies",2,Bare ground,No,,,
10/30/2017,2017,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,6,Bare ground,Yes,,,
10/30/2017,2017,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,1,Habitat Feature - Hibernacula,No,,,
10/30/2017,2017,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,2,Habitat Feature - Snag,No,,,
10/30/2017,2017,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,9,Bare ground,No,,,
10/30/2017,2017,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,10,Habitat Feature - Log,Yes,,,
10/30/2017,2017,Western Meadowlark,Insectivores - Terrestrial,Blackbirds,1,Bare ground,No,,,
10/30/2017,2017,Western Sandpiper,Shorebirds,Shorebirds,2,Water - Wading,No,,,
10/30/2017,2017,Western Sandpiper,Shorebirds,Shorebirds,5,Water - Wading,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Fence,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,4,Vegetation - Shrub,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Tree,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Habitat Feature - Log,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,10,Habitat Feature - Log,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,5,Bare ground,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Tree,No,,,
10/30/2017,2017,White-crowned Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Bare ground,No,,,
10/30/2017,2017,White-tailed Kite,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,
10/30/2017,2017,Yellow-rumped Warbler,Warblers,Wood-Warblers,4,Vegetation - Tree,No,,,
10/30/2017,2017,Yellow-rumped Warbler,Warblers,Wood-Warblers,1,,No,,,
11/15/2019,2019,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,American Avocet,Shorebirds,Shorebirds,1,Mud,No,,,4.85
11/15/2019,2019,American Coot,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Water - Wading,No,,,4.85
11/15/2019,2019,American Coot,Waterfowl & Friends,"Rails, Gallinules, and Allies",1,Water - Floating,No,,,4.85
11/15/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",4,,No,,,4.85
11/15/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Vegetation - Tree,No,,,4.85
11/15/2019,2019,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",5,Air/Flyover,No,,,4.85
11/15/2019,2019,American Kestrel,Raptors,Falcons and Caracaras,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,American Pipit,Insectivores - Terrestrial,Wagtails and Pipits,23,Bare ground,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.85
11/15/2019,2019,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,4.85
